Event,Sport,Date,Time,Competitors
"Hommes, Phase de Groupe - Groupe A",Basketball,27/07/2024,11:00,"['Australie', 'Vainqueur OQT ESP']"
"Hommes, phase de groupe - groupe B",Basketball,27/07/2024,13:30,"['Allemagne', 'Japon']"
"Hommes, phase de groupe - groupe B",Basketball,27/07/2024,17:15,"['France', 'Vainqueur OQT LAT']"
"Hommes, Phase de Groupe - Groupe A",Basketball,27/07/2024,21:00,"['Vainqueur OQT GRE', 'Canada']"
"Hommes, phase de groupe - groupe C",Basketball,28/07/2024,11:00,"['Soudan du Sud', 'Vainqueur OQT PUR']"
"Femmes, phase de groupe - groupe A",Basketball,28/07/2024,13:30,"['Espagne', 'Chine']"
"Hommes, phase de groupe - groupe C",Basketball,28/07/2024,17:15,"['Serbie', 'États-Unis']"
"Femmes, phase de groupe - groupe A",Basketball,28/07/2024,21:00,"['Serbie', 'Porto Rico']"
"Femmes, phase de groupe - groupe B",Basketball,29/07/2024,11:00,"['Nigéria', 'Australie']"
"Femmes, phase de groupe - groupe C",Basketball,29/07/2024,13:30,"['Allemagne', 'Belgique']"
"Femmes, phase de groupe - groupe B",Basketball,29/07/2024,17:15,"['Canada', 'France']"
"Femmes, phase de groupe - groupe C",Basketball,29/07/2024,21:00,"['États-Unis', 'Japon']"
"Hommes, Phase de Groupe - Groupe A",Basketball,30/07/2024,11:00,"['Vainqueur OQT ESP', 'Vainqueur OQT GRE']"
"Hommes, Phase de Groupe - Groupe A",Basketball,30/07/2024,13:30,"['Canada', 'Australie']"
"Hommes, phase de groupe - groupe B",Basketball,30/07/2024,17:15,"['Japon', 'France']"
"Hommes, phase de groupe - groupe B",Basketball,30/07/2024,21:00,"['Vainqueur OQT LAT', 'Allemagne']"
"Femmes, phase de groupe - groupe A",Basketball,31/07/2024,11:00,"['Porto Rico', 'Espagne']"
"Femmes, phase de groupe - groupe A",Basketball,31/07/2024,13:30,"['Chine', 'Serbie']"
"Hommes, phase de groupe - groupe C",Basketball,31/07/2024,17:15,"['Vainqueur OQT PUR', 'Serbie']"
"Hommes, phase de groupe - groupe C",Basketball,31/07/2024,21:00,"['États-Unis', 'Soudan du Sud']"
"Femmes, phase de groupe - groupe C",Basketball,01/08/2024,11:00,"['Japon', 'Allemagne']"
"Femmes, phase de groupe - groupe B",Basketball,01/08/2024,13:30,"['Australie', 'Canada']"
"Femmes, phase de groupe - groupe B",Basketball,01/08/2024,17:15,"['France', 'Nigéria']"
"Femmes, phase de groupe - groupe C",Basketball,01/08/2024,21:00,"['Belgique', 'États-Unis']"
"Hommes, phase de groupe - groupe B",Basketball,02/08/2024,11:00,"['Japon', 'Vainqueur OQT LAT']"
"Hommes, Phase de Groupe - Groupe A",Basketball,02/08/2024,13:30,"['Australie', 'Vainqueur OQT GRE']"
"Hommes, Phase de Groupe - Groupe A",Basketball,02/08/2024,17:15,"['Canada', 'Vainqueur OQT ESP']"
"Hommes, phase de groupe - groupe B",Basketball,02/08/2024,21:00,"['France', 'Allemagne']"
"Femmes, phase de groupe - groupe A",Basketball,03/08/2024,11:00,"['Chine', 'Porto Rico']"
"Femmes, phase de groupe - groupe A",Basketball,03/08/2024,13:30,"['Serbie', 'Espagne']"
"Hommes, phase de groupe - groupe C",Basketball,03/08/2024,17:15,"['Vainqueur OQT PUR', 'États-Unis']"
"Hommes, phase de groupe - groupe C",Basketball,03/08/2024,21:00,"['Serbie', 'Soudan du Sud']"
"Femmes, phase de groupe - groupe C",Basketball,04/08/2024,11:00,"['Japon', 'Belgique']"
"Femmes, phase de groupe - groupe B",Basketball,04/08/2024,13:30,"['Canada', 'Nigéria']"
"Femmes, phase de groupe - groupe C",Basketball,04/08/2024,17:15,"['Allemagne', 'États-Unis']"
"Femmes, phase de groupe - groupe B",Basketball,04/08/2024,21:00,"['Australie', 'France']"
"Hommes, quart de finale",Basketball,06/08/2024,11:00,[]
"Hommes, quart de finale",Basketball,06/08/2024,14:30,[]
"Hommes, quart de finale",Basketball,06/08/2024,18:00,[]
"Hommes, quart de finale",Basketball,06/08/2024,21:30,[]
"Femmes, quart de finale",Basketball,07/08/2024,11:00,[]
"Femmes, quart de finale",Basketball,07/08/2024,14:30,[]
"Femmes, quart de finale",Basketball,07/08/2024,18:00,[]
"Femmes, quart de finale",Basketball,07/08/2024,21:30,[]
"Hommes, demi-finale",Basketball,08/08/2024,17:30,[]
"Hommes, demi-finale",Basketball,08/08/2024,21:00,[]
"Femmes, demi-finale",Basketball,09/08/2024,17:30,[]
"Femmes, demi-finale",Basketball,09/08/2024,21:00,[]
"Hommes, médaille de bronze",Basketball,10/08/2024,11:00,[]
"Hommes, médaille d'or",Basketball,10/08/2024,21:30,[]
"Femmes, médaille de bronze",Basketball,11/08/2024,11:30,[]
"Femmes, médaille d'or",Basketball,11/08/2024,15:30,[]
"Qualification - hommes, subdivision 1",Gymnastique Artistique,27/07/2024,11:00,[]
"Qualification - hommes, subdivision 2",Gymnastique Artistique,27/07/2024,15:30,[]
"Qualification - hommes, subdivision 3",Gymnastique Artistique,27/07/2024,20:00,[]
"Qualification - femmes, subdivision 1",Gymnastique Artistique,28/07/2024,09:30,[]
"Qualification - femmes, subdivision 2",Gymnastique Artistique,28/07/2024,11:40,[]
"Qualification - femmes, subdivision 3",Gymnastique Artistique,28/07/2024,14:50,[]
"Qualification - femmes, subdivision 4",Gymnastique Artistique,28/07/2024,18:00,[]
"Qualification - femmes, subdivision 5",Gymnastique Artistique,28/07/2024,21:10,[]
"Par équipes - hommes, finale",Gymnastique Artistique,29/07/2024,17:30,[]
"Par équipes - femmes, finale",Gymnastique Artistique,30/07/2024,18:15,[]
"Concours général - hommes, finale",Gymnastique Artistique,31/07/2024,17:30,[]
"Concours général - femmes, finale",Gymnastique Artistique,01/08/2024,18:15,[]
"Exercices au sol - hommes, finale",Gymnastique Artistique,03/08/2024,15:30,[]
"Saut - femmes, finale",Gymnastique Artistique,03/08/2024,16:20,[]
"Cheval d'arçons - hommes, finale",Gymnastique Artistique,03/08/2024,17:10,[]
"Anneaux - hommes, finale",Gymnastique Artistique,04/08/2024,15:00,[]
"Barres asymétriques - femmes, finale",Gymnastique Artistique,04/08/2024,15:40,[]
"Saut - hommes, finale",Gymnastique Artistique,04/08/2024,16:25,[]
"Barres parallèles - hommes, finale",Gymnastique Artistique,05/08/2024,11:45,[]
"Poutre - femmes, finale",Gymnastique Artistique,05/08/2024,12:36,[]
"Barre fixe - hommes, finale",Gymnastique Artistique,05/08/2024,13:31,[]
"Exercices au sol - femmes, finale",Gymnastique Artistique,05/08/2024,14:20,[]
"Femmes, qualifications",Trampoline,02/08/2024,12:00,[]
"Femmes, finale",Trampoline,02/08/2024,13:50,[]
"Hommes, qualifications",Trampoline,02/08/2024,18:00,[]
"Hommes, finale",Trampoline,02/08/2024,19:45,[]
"-48 kg - fem., éliminatoire, 1/32 finale",Judo,27/07/2024,10:00,[]
"-60 kg - hom., éliminatoire, 1/32 finale",Judo,27/07/2024,10:00,[]
"-48 kg - fem., éliminatoire, 1/16 finale",Judo,27/07/2024,10:28,[]
"-60 kg - hom., éliminatoire, 1/16 finale",Judo,27/07/2024,10:28,[]
"-48 kg - fem., éliminatoire, 1/8 finale",Judo,27/07/2024,12:20,[]
"-60 kg - hom., éliminatoire, 1/8 finale",Judo,27/07/2024,12:20,[]
"-48 kg - femmes, quarts de finale",Judo,27/07/2024,13:16,[]
"-60 kg - hommes, quarts de finale",Judo,27/07/2024,13:16,[]
"-48 kg - femmes, repêchage",Judo,27/07/2024,16:00,[]
"-48 kg - femmes, demi-finales",Judo,27/07/2024,16:17,[]
"-60 kg - hommes, repêchage",Judo,27/07/2024,16:34,[]
"-60 kg - hommes, demi-finales",Judo,27/07/2024,16:51,[]
"-48 kg - femmes, combat bronze A",Judo,27/07/2024,17:18,[]
"-48 kg - femmes, combat bronze B",Judo,27/07/2024,17:28,[]
"-48 kg - femmes, finale",Judo,27/07/2024,17:38,[]
"-60 kg - hommes, combat bronze A",Judo,27/07/2024,17:49,[]
"-60 kg - hommes, combat bronze B",Judo,27/07/2024,17:59,[]
"-60 kg - hommes, finale",Judo,27/07/2024,18:09,[]
"-66 kg - hom., éliminatoire, 1/32 finale",Judo,28/07/2024,10:00,[]
"-52 kg - fem., éliminatoire, 1/32 finale",Judo,28/07/2024,10:00,[]
"-66 kg - hom., éliminatoire, 1/16 finale",Judo,28/07/2024,10:28,[]
"-52 kg - femmes, quarts de finale",Judo,28/07/2024,10:28,[]
"-66 kg - hom., éliminatoire, 1/8 finale",Judo,28/07/2024,12:20,[]
"-66 kg - hommes, quarts de finale",Judo,28/07/2024,13:16,[]
"-66 kg - hommes, repêchage",Judo,28/07/2024,16:00,[]
"-66 kg - hommes, demi-finales",Judo,28/07/2024,16:17,[]
"-52 kg - femmes, repêchage",Judo,28/07/2024,16:34,[]
"-52 kg - femmes, demi-finales",Judo,28/07/2024,16:51,[]
"-66 kg - hommes, combat bronze A",Judo,28/07/2024,17:18,[]
"-66 kg - hommes, combat bronze B",Judo,28/07/2024,17:28,[]
"-66 kg - hommes, finale",Judo,28/07/2024,17:38,[]
"-52 kg - femmes, combat bronze A",Judo,28/07/2024,17:49,[]
"-52 kg - femmes, combat bronze B",Judo,28/07/2024,17:59,[]
"-52 kg - femmes, finale",Judo,28/07/2024,18:09,[]
"-57 kg - fem., éliminatoire, 1/32 finale",Judo,29/07/2024,10:00,[]
"-73 kg - hom., éliminatoire, 1/32 finale",Judo,29/07/2024,10:00,[]
"-57 kg - fem., éliminatoire, 1/16 finale",Judo,29/07/2024,10:28,[]
"-73 kg - hom., éliminatoire, 1/16 finale",Judo,29/07/2024,10:28,[]
"-57 kg - fem., éliminatoire, 1/8 finale",Judo,29/07/2024,12:20,[]
"-73 kg - hom., éliminatoire, 1/8 finale",Judo,29/07/2024,12:20,[]
"-57 kg - femmes, quarts de finale",Judo,29/07/2024,13:16,[]
"-73 kg - hommes, quarts de finale",Judo,29/07/2024,13:16,[]
"-57 kg - femmes, repêchage",Judo,29/07/2024,16:00,[]
"-57 kg - femmes, demi-finales",Judo,29/07/2024,16:17,[]
"-73 kg - hommes, repêchages",Judo,29/07/2024,16:34,[]
"-73 kg - hommes, demi-finales",Judo,29/07/2024,16:51,[]
"-57 kg - femmes, combat bronze A",Judo,29/07/2024,17:18,[]
"-57 kg - femmes, combat bronze B",Judo,29/07/2024,17:28,[]
"-57 kg - femmes, finale",Judo,29/07/2024,17:38,[]
"-73 kg - hommes, combat bronze A",Judo,29/07/2024,17:49,[]
"-73 kg - hommes, combat bronze B",Judo,29/07/2024,17:59,[]
"-73 kg - hommes, finale",Judo,29/07/2024,18:09,[]
"-81 kg - hom., éliminatoire, 1/32 finale",Judo,30/07/2024,10:00,[]
"-63 kg - fem., éliminatoire, 1/32 finale",Judo,30/07/2024,10:00,[]
"-81 kg - hom., éliminatoire, 1/16 finale",Judo,30/07/2024,10:28,[]
"-63 kg - fem., éliminatoire, 1/16 finale",Judo,30/07/2024,10:28,[]
"-81 kg - hom., éliminatoire, 1/8 finale",Judo,30/07/2024,12:20,[]
"-63 kg - fem., éliminatoire, 1/8 finale",Judo,30/07/2024,12:20,[]
"-81 kg - hommes, quarts de finale",Judo,30/07/2024,13:16,[]
"-63 kg - femmes, quarts de finale",Judo,30/07/2024,13:16,[]
"-81 kg- hommes, repêchages",Judo,30/07/2024,16:00,[]
"-81 kg - hommes, demi-finales",Judo,30/07/2024,16:17,[]
"-63 kg - femmes, repêchage",Judo,30/07/2024,16:34,[]
"-63 kg - femmes, demi-finales",Judo,30/07/2024,16:51,[]
"-81 kg - hommes, combat bronze A",Judo,30/07/2024,17:18,[]
"-81 kg - hommes, combat bronze B",Judo,30/07/2024,17:28,[]
"-81 kg - hommes, finale",Judo,30/07/2024,17:38,[]
"-63 kg - femmes, combat bronze A",Judo,30/07/2024,17:49,[]
"-63 kg - femmes, combat bronze B",Judo,30/07/2024,17:59,[]
"-63 kg - femmes, finale",Judo,30/07/2024,18:09,[]
"-70 kg - fem., éliminatoire, 1/32 finale",Judo,31/07/2024,10:00,[]
"-90 kg - hom., éliminatoire, 1/32 finale",Judo,31/07/2024,10:00,[]
"-70 kg - fem., éliminatoire, 1/16 finale",Judo,31/07/2024,10:28,[]
"-90 kg - hom., éliminatoire, 1/16 finale",Judo,31/07/2024,10:28,[]
"-70 kg - fem., éliminatoire, 1/8 finale",Judo,31/07/2024,12:20,[]
"-90 kg - hom., éliminatoire, 1/8 finale",Judo,31/07/2024,12:20,[]
"-70 kg - femmes, quarts de finale",Judo,31/07/2024,13:16,[]
"-90 kg - hommes, quarts de finale",Judo,31/07/2024,13:16,[]
"-70 kg - femmes, repêchage",Judo,31/07/2024,16:00,[]
"-70 kg - femmes, demi-finales",Judo,31/07/2024,16:17,[]
"-90 kg - hommes, repêchage",Judo,31/07/2024,16:34,[]
"-90 kg - hommes, demi-finales",Judo,31/07/2024,16:51,[]
"-70 kg - femmes, combat bronze A",Judo,31/07/2024,17:18,[]
"-70 kg - femmes, combat bronze B",Judo,31/07/2024,17:28,[]
"-70 kg - femmes, finale",Judo,31/07/2024,17:38,[]
"-90 kg - hommes, combat bronze A",Judo,31/07/2024,17:49,[]
"-90 kg - hommes, combat bronze B",Judo,31/07/2024,17:59,[]
"-90 kg - hommes, finale",Judo,31/07/2024,18:09,[]
"-100 kg - hom, éliminatoire, 1/32 finale",Judo,01/08/2024,10:00,[]
"-78 kg - fem., éliminatoire, 1/32 finale",Judo,01/08/2024,10:00,[]
"-100 kg - hom, éliminatoire, 1/16 finale",Judo,01/08/2024,10:28,[]
"-78 kg - fem., éliminatoire, 1/16 finale",Judo,01/08/2024,10:28,[]
"-100 kg - hom., éliminatoire, 1/8 finale",Judo,01/08/2024,12:20,[]
"-78 kg - fem., éliminatoire, 1/8 finale",Judo,01/08/2024,12:20,[]
"-100 kg - hommes, quarts de finale",Judo,01/08/2024,13:16,[]
"-78 kg - femmes, quarts de finale",Judo,01/08/2024,13:16,[]
"-100 kg - hommes, repêchage",Judo,01/08/2024,16:00,[]
"-100 kg - hommes, demi-finales",Judo,01/08/2024,16:17,[]
"-78 kg - femmes, repêchage",Judo,01/08/2024,16:34,[]
"-78 kg - femmes, demi-finales",Judo,01/08/2024,16:51,[]
"-100 kg - hommes, combat bronze A",Judo,01/08/2024,17:18,[]
"-100 kg - hommes, combat bronze B",Judo,01/08/2024,17:28,[]
"-100 kg - hommes, finale",Judo,01/08/2024,17:38,[]
"-78 kg - femmes, combat bronze A",Judo,01/08/2024,17:49,[]
"-78 kg - femmes, combat bronze B",Judo,01/08/2024,17:59,[]
"-78 kg - femmes, finale",Judo,01/08/2024,18:09,[]
"+78 kg - fem., éliminatoire, 1/32 finale",Judo,02/08/2024,10:00,[]
"+100 kg - hom, éliminatoire, 1/32 finale",Judo,02/08/2024,10:00,[]
"+78 kg - fem., éliminatoire, 1/16 finale",Judo,02/08/2024,10:28,[]
"+100 kg - hom, éliminatoire, 1/16 finale",Judo,02/08/2024,10:28,[]
"+78 kg - fem., éliminatoire, 1/8 finale",Judo,02/08/2024,12:20,[]
"+100 kg - hom., éliminatoire, 1/8 finale",Judo,02/08/2024,12:20,[]
"+78 kg - femmes, quarts de finale",Judo,02/08/2024,13:16,[]
"+100 kg - hommes, quarts de finale",Judo,02/08/2024,13:16,[]
"+78 kg - femmes, repêchage",Judo,02/08/2024,16:00,[]
"+78 kg - femmes, demi-finales",Judo,02/08/2024,16:17,[]
"+100 kg - hommes, repêchage",Judo,02/08/2024,16:34,[]
"+100 kg - hommes, demi-finales",Judo,02/08/2024,16:51,[]
"+78 kg - femmes, combat bronze A",Judo,02/08/2024,17:18,[]
"+78 kg - femmes, combat bronze B",Judo,02/08/2024,17:28,[]
"+78 kg - femmes, finale",Judo,02/08/2024,17:38,[]
"+100 kg - hommes, combat bronze A",Judo,02/08/2024,17:49,[]
"+100 kg - hommes, combat bronze B",Judo,02/08/2024,17:59,[]
"+100 kg - hommes, finale",Judo,02/08/2024,18:09,[]
"Équipe mixte, éliminatoires",Judo,03/08/2024,08:00,[]
"Équipe mixte, éliminatoire, 1/8 finale",Judo,03/08/2024,08:00,[]
"Équipe mixte, 1/4 finale",Judo,03/08/2024,09:40,[]
"Équipe mixte, repêchage",Judo,03/08/2024,10:40,[]
"Équipe mixte, demi-finales",Judo,03/08/2024,11:15,[]
"Équipe mixte, médaille de bronze A",Judo,03/08/2024,16:00,[]
"Équipe mixte, médaille de bronze B",Judo,03/08/2024,16:40,[]
"Équipe mixte, finale",Judo,03/08/2024,17:20,[]
"Gréco-romaine - h 60 kg, 1/8 finale",Lutte,05/08/2024,15:00,[]
"Libre - femmes 68 kg, 1/8 finale",Lutte,05/08/2024,15:00,[]
"Gréco-romaine - h 130 kg, 1/8 finale",Lutte,05/08/2024,15:00,[]
"Gréco-romaine - h 60 kg, 1/4 finale",Lutte,05/08/2024,16:20,[]
"Libre - femmes 68 kg, 1/4 finale",Lutte,05/08/2024,16:20,[]
"Gréco-romaine - h 130 kg, 1/4 finale",Lutte,05/08/2024,16:20,[]
"Gréco-romaine - h 60 kg, 1/2 finale",Lutte,05/08/2024,21:00,[]
"Gréco-romaine - h 130 kg, 1/2 finale",Lutte,05/08/2024,21:20,[]
"Libre - femmes 68 kg, 1/2 finale",Lutte,05/08/2024,21:40,[]
"Gréco-romaine - h 60 kg, repêchage",Lutte,06/08/2024,11:00,[]
"Libre - femmes 68 kg, repêchage",Lutte,06/08/2024,11:00,[]
"Gréco-romaine - h 130 kg, repêchage",Lutte,06/08/2024,11:00,[]
"Gréco-romaine - h 77 kg, 1/8 finale",Lutte,06/08/2024,11:30,[]
"Libre - femmes 50 kg, 1/8 finale",Lutte,06/08/2024,11:30,[]
"Gréco-romaine - h 97 kg, 1/8 finale",Lutte,06/08/2024,11:30,[]
"Gréco-romaine - h 77 kg, 1/4 finale",Lutte,06/08/2024,12:50,[]
"Libre - femmes 50 kg, 1/4 finale",Lutte,06/08/2024,12:50,[]
"Gréco-romaine - h 97 kg, 1/4 finale",Lutte,06/08/2024,12:50,[]
"Gréco-romaine - h 77 kg, 1/2 finale",Lutte,06/08/2024,18:15,[]
"Gréco-romaine - h 97 kg, 1/2 finale",Lutte,06/08/2024,18:35,[]
"Libre - femmes 50 kg, 1/2 finale",Lutte,06/08/2024,18:55,[]
"Gréco-romaine - h 60 kg, repêch. bronze",Lutte,06/08/2024,19:30,[]
"Gréco-romaine - hommes 60 kg, finale",Lutte,06/08/2024,19:55,[]
"Gréco-romaine - h 130 kg, repêch. bronze",Lutte,06/08/2024,20:05,[]
"Gréco-romaine - hommes 130 kg, finale",Lutte,06/08/2024,20:30,[]
"Libre - femmes 68 kg, repêchage bronze",Lutte,06/08/2024,20:50,[]
"Libre - femmes 68 kg, finale",Lutte,06/08/2024,21:15,[]
"Gréco-romaine - h 77 kg, repêchage",Lutte,07/08/2024,11:00,[]
"Libre - femmes 50 kg, repêchage",Lutte,07/08/2024,11:00,[]
"Gréco-romaine - h 97 kg, repêchage",Lutte,07/08/2024,11:00,[]
"Gréco-romaine - h 67 kg, 1/8 finale",Lutte,07/08/2024,11:30,[]
"Libre - femmes 53 kg, 1/8 finale",Lutte,07/08/2024,11:30,[]
"Gréco-romaine - h 87 kg, 1/8 finale",Lutte,07/08/2024,11:30,[]
"Gréco-romaine - h 67 kg, 1/4 finale",Lutte,07/08/2024,12:50,[]
"Libre - femmes 53 kg, 1/4 finale",Lutte,07/08/2024,12:50,[]
"Gréco-romaine - h 87 kg, 1/4 finale",Lutte,07/08/2024,12:50,[]
"Gréco-romaine - h 67 kg, 1/2 finale",Lutte,07/08/2024,18:15,[]
"Gréco-romaine - h 87 kg, 1/2 finale",Lutte,07/08/2024,18:35,[]
"Libre - femmes 53 kg, 1/2 finale",Lutte,07/08/2024,18:55,[]
"Gréco-romaine - h 77 kg, repêch. bronze",Lutte,07/08/2024,19:30,[]
"Gréco-romaine - hommes 77 kg, finale",Lutte,07/08/2024,19:55,[]
"Gréco-romaine - h 97 kg, repêch. bronze",Lutte,07/08/2024,20:05,[]
"Gréco-romaine - hommes 97 kg, finale",Lutte,07/08/2024,20:30,[]
"Libre - femmes 50 kg, repêchage bronze",Lutte,07/08/2024,20:50,[]
"Libre - femmes 50 kg, finale",Lutte,07/08/2024,21:15,[]
"Gréco-romaine - h 67 kg, repêchage",Lutte,08/08/2024,11:00,[]
"Libre - femmes 53 kg, repêchage",Lutte,08/08/2024,11:00,[]
"Gréco-romaine - h 87 kg, repêchage",Lutte,08/08/2024,11:00,[]
"Libre - hommes 57 kg, 1/8 finale",Lutte,08/08/2024,11:30,[]
"Libre - femmes 57 kg, 1/8 finale",Lutte,08/08/2024,11:30,[]
"Libre - hommes 86 kg, 1/8 finale",Lutte,08/08/2024,11:30,[]
"Libre - hommes 57 kg, 1/4 finale",Lutte,08/08/2024,12:50,[]
"Libre - femmes 57 kg, 1/4 finale",Lutte,08/08/2024,12:50,[]
"Libre - hommes 86 kg, 1/4 finale",Lutte,08/08/2024,12:50,[]
"Libre - hommes 57 kg, 1/2 finale",Lutte,08/08/2024,18:15,[]
"Libre - hommes 86 kg, 1/2 finale",Lutte,08/08/2024,18:35,[]
"Libre - femmes 57 kg, 1/2 finale",Lutte,08/08/2024,18:55,[]
"Gréco-romaine - h 67 kg, repêch. bronze",Lutte,08/08/2024,19:30,[]
"Gréco-romaine - hommes 67 kg, finale",Lutte,08/08/2024,19:55,[]
"Gréco-romaine - h 87 kg, repêch. bronze",Lutte,08/08/2024,20:05,[]
"Gréco-romaine - hommes 87 kg, finale",Lutte,08/08/2024,20:30,[]
"Libre - femmes 53 kg, repêchage bronze",Lutte,08/08/2024,20:50,[]
"Libre - femmes 53 kg, finale",Lutte,08/08/2024,21:15,[]
"Libre - hommes 57 kg, repêchage",Lutte,09/08/2024,11:00,[]
"Libre - femmes 57 kg, repêchage",Lutte,09/08/2024,11:00,[]
"Libre - hommes 86 kg, repêchage",Lutte,09/08/2024,11:00,[]
"Libre - hommes 74 kg, 1/8 finale",Lutte,09/08/2024,11:30,[]
"Libre - femmes 62 kg, 1/8 finale",Lutte,09/08/2024,11:30,[]
"Libre - hommes 125 kg, 1/8 finale",Lutte,09/08/2024,11:30,[]
"Libre - hommes 74 kg, 1/4 finale",Lutte,09/08/2024,12:50,[]
"Libre - femmes 62 kg, 1/4 finale",Lutte,09/08/2024,12:50,[]
"Libre - hommes 125 kg, 1/4 finale",Lutte,09/08/2024,12:50,[]
"Libre - hommes 74 kg, 1/2 finale",Lutte,09/08/2024,18:15,[]
"Libre - hommes 125 kg, 1/2 finale",Lutte,09/08/2024,18:35,[]
"Libre - femmes 62 kg, 1/2 finale",Lutte,09/08/2024,18:55,[]
"Libre - hommes 57 kg, repêchage bronze",Lutte,09/08/2024,19:30,[]
"Libre - hommes 57 kg, finale",Lutte,09/08/2024,19:55,[]
"Libre - hommes 86 kg, repêchage bronze",Lutte,09/08/2024,20:05,[]
"Libre - hommes 86 kg, finale",Lutte,09/08/2024,20:30,[]
"Libre - hommes 57 kg, repêchage bronze",Lutte,09/08/2024,20:50,[]
"Libre - hommes 57 kg, finale",Lutte,09/08/2024,21:15,[]
"Libre - hommes 74 kg, repêchage",Lutte,10/08/2024,11:00,[]
"Libre - femmes 62 kg, repêchage",Lutte,10/08/2024,11:00,[]
"Libre - hommes 125 kg, repêchage",Lutte,10/08/2024,11:00,[]
"Libre - hommes 65 kg, 1/8 finale",Lutte,10/08/2024,11:30,[]
"Libre - femmes 76 kg, 1/8 finale",Lutte,10/08/2024,11:30,[]
"Libre - hommes 97 kg, 1/8 finale",Lutte,10/08/2024,11:30,[]
"Libre - hommes 65 kg, 1/4 finale",Lutte,10/08/2024,12:50,[]
"Libre - femmes 76 kg, 1/4 finale",Lutte,10/08/2024,12:50,[]
"Libre - hommes 97 kg, 1/4 finale",Lutte,10/08/2024,12:50,[]
"Libre - hommes 65 kg, 1/2 finale",Lutte,10/08/2024,18:15,[]
"Libre - hommes 97 kg, 1/2 finale",Lutte,10/08/2024,18:35,[]
"Libre - femmes 76 kg, 1/2 finale",Lutte,10/08/2024,18:55,[]
"Libre - hommes 74 kg, repêchage bronze",Lutte,10/08/2024,19:30,[]
"Libre - hommes 74 kg, finale",Lutte,10/08/2024,19:55,[]
"Libre - hommes 125 kg, repêchage bronze",Lutte,10/08/2024,20:05,[]
"Libre - hommes 125 kg, finale",Lutte,10/08/2024,20:30,[]
"Libre - femmes 62 kg, repêchage bronze",Lutte,10/08/2024,20:50,[]
"Libre - femmes 62 kg, finale",Lutte,10/08/2024,21:15,[]
"Libre - hommes 65 kg, repêchage",Lutte,11/08/2024,11:00,[]
"Libre - femmes 76 kg, repêchage",Lutte,11/08/2024,11:00,[]
"Libre - hommes 97 kg, repêchage",Lutte,11/08/2024,11:00,[]
"Libre - hommes 65 kg, repêchage bronze",Lutte,11/08/2024,12:00,[]
"Libre - hommes 65 kg, finale",Lutte,11/08/2024,12:25,[]
"Libre - hommes 97 kg, repêchage bronze",Lutte,11/08/2024,12:35,[]
"Libre - hommes 97 kg, finale",Lutte,11/08/2024,13:00,[]
"Libre - femmes 76 kg, repêchage bronze",Lutte,11/08/2024,13:20,[]
"Libre - femmes 76 kg, finale",Lutte,11/08/2024,13:45,[]
54 kg - femmes - Élimin - 16es de finale,Boxe,27/07/2024,15:30,[]
60 kg - femmes - Élimin - 16es de finale,Boxe,27/07/2024,16:18,[]
"63,5 kg - hom - Élimin - 16es de finale",Boxe,27/07/2024,17:06,[]
80 kg - hommes - Élimin - 16es de finale,Boxe,27/07/2024,17:38,[]
54 kg - femmes - Élimin - 16es de finale,Boxe,27/07/2024,20:00,[]
60 kg - femmes - Élimin - 16es de finale,Boxe,27/07/2024,20:48,[]
"63,5 kg - hom - Élimin - 16es de finale",Boxe,27/07/2024,21:36,[]
80 kg - hommes - Élimin - 16es de finale,Boxe,27/07/2024,22:08,[]
57 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,11:00,[]
71 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,11:16,[]
92 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,11:48,[]
50 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,12:20,[]
66 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,12:52,[]
57 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,15:30,[]
71 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,15:46,[]
92 kg - hommes - Élimin. - 8es de finale,Boxe,28/07/2024,16:02,[]
50 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,16:50,[]
66 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,17:22,[]
71 kg - hommes - Élimin - 16es de finale,Boxe,28/07/2024,20:00,[]
92 kg - hommes - Élimin. - 8es de finale,Boxe,28/07/2024,20:16,[]
50 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,21:04,[]
66 kg - femmes - Élimin - 16es de finale,Boxe,28/07/2024,21:36,[]
60 kg - femmes - Élimin. - 8es de finale,Boxe,29/07/2024,11:00,[]
"63,5 kg - hommes Élimin - 8es de finale",Boxe,29/07/2024,11:48,[]
92 kg - hommes - Élimin. - 8es de finale,Boxe,29/07/2024,12:36,[]
60 kg - femmes - Élimin. - 8es de finale,Boxe,29/07/2024,15:30,[]
"63,5 kg - hommes Élimin - 8es de finale",Boxe,29/07/2024,16:02,[]
+ 92 kg - hommes Élimin - 8es de finale,Boxe,29/07/2024,16:50,[]
60 kg - femmes - Élimin. - 8es de finale,Boxe,29/07/2024,20:00,[]
"63,5 kg - hommes Élimin - 8es de finale",Boxe,29/07/2024,20:48,[]
