station_id,stationCode,name,lat,lon,capacity,rental_methods,num_bikes_available,numBikesAvailable,mechanical_bikes,ebike,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported
16965900639,3201,Payenne - Square George Caïn,48.8578329,2.3622643,24,,19,19,17,2,5,5,1,1,1,1717769869
85123644,20035,Pyrénées - Ménilmontant,48.8693268535238,2.395084574818611,26,,2,2,1,1,24,24,1,1,1,1717769769
17225742003,26010,Louis Armand - Bernard Palissy,48.91690215253,2.3126153582229,0,CREDITCARD,0,0,0,0,0,0,0,0,0,1717168073
11908488283,21508,Georges Pompidou - Verdun,48.875481,2.232443,26,,2,2,0,2,24,24,1,1,1,1717769707
253357936,15032,Félix Faure - Lourmel,48.83868901709515,2.2818081825971603,58,CREDITCARD,30,30,29,1,28,28,1,1,1,1717769829
42517412,20037,Gambetta - Saint Fargeau,48.871244610447015,2.4039056897163396,24,,3,3,1,2,21,21,1,1,1,1717769823
213699079,19045,Macdonald - Césaria Evora,48.89883,2.37933,67,,7,7,4,3,60,60,1,1,1,1717769749
17018170219,23106,Pavé des Gardes - Charles Vaillant,48.81168551728,2.2111820107205,20,CREDITCARD,0,0,0,0,20,20,1,1,1,1717769470
15066765479,22302,Gare RER - Général de Gaulle,48.933548439566,2.3064726536317,41,CREDITCARD,15,15,14,1,23,23,1,1,1,1717769866
213676294,13053,Chevaleret - Tolbiac,48.82941,2.375934,21,CREDITCARD,17,17,14,3,4,4,1,1,1,1717769857
95073815,9029,Saint-Lazare - Place d'Estienne d'Orves,48.8768345,2.3329067,39,CREDITCARD,24,24,21,3,15,15,1,1,1,1717769871
17451132826,48011,Epi d'Or - Chevilly,48.781109786782,2.3549050362061,20,,2,2,0,2,16,16,1,1,1,1717769651
10647548670,41212,Nungesser - Santé,48.852335,2.448967,22,CREDITCARD,6,6,4,2,14,14,1,1,1,1717769810
10647608657,34009,Dora Maar - Nadia Guendouz,48.905452421305,2.3220406472683,30,CREDITCARD,16,16,16,0,13,13,1,1,1,1717769694
16043282800,41304,Port - Maurice Chevalier,48.832474421632,2.490257616467,30,CREDITCARD,24,24,17,7,6,6,1,1,1,1717769827
54000556,10151,Gare du Nord - Faubourg Saint-Denis,48.879612765504,2.3568402975798,28,CREDITCARD,3,3,2,1,24,24,1,1,1,1717769761
54000555,8031,Jean Mermoz - Champs-Elysées,48.869689856852,2.3107324540615,49,CREDITCARD,33,33,14,19,15,15,1,1,1,1717769838
1153849721,10001_relais,René Boulanger - Lancry,48.8687079,2.3599605,0,,0,0,0,0,0,0,0,0,0,1717769671
17451195211,21327,Jean Bouin - Gouverneur Général Eboué,48.824792734266,2.2651904328524,31,CREDITCARD,16,16,11,5,15,15,1,1,1,1717769854
17047102542,26011,Ménil - Argenteuil,48.925901818305,2.2741496502338,20,,7,7,5,2,13,13,1,1,1,1717769816
17450286381,22208,Stalingrad - Barbara,48.809223658808,2.3175904558822,20,CREDITCARD,0,0,0,0,20,20,1,1,1,1717769628
17225721242,22209,Verdun - Henri Barbusse,48.802056061754,2.3159965061736,24,CREDITCARD,7,7,5,2,17,17,1,1,1,1717769746
102317064,18203,Lamarck - Saint-Ouen,48.891334555236,2.3272445342326,40,CREDITCARD,0,0,0,0,40,40,1,0,0,1717769833
16134135570,45005,Stalingrad - Général de Gaulle,48.823450589614,2.4965062363218,26,,10,10,8,2,16,16,1,1,1,1717769615
11266280626,35021,Cartier Bresson - Denis Papin,48.902616,2.397814,32,,7,7,4,3,24,24,1,1,1,1717769561
27033125,18045,Pierre Ginier - Clichy,48.8867667,2.326228,16,CREDITCARD,3,3,1,2,13,13,1,1,1,1717769579
16134083337,25010,Maréchal Leclerc de Hauteclocque - Marché Buzenval,48.858446,2.192077,30,,3,3,0,3,25,25,1,1,1,1717769772
213680917,14110,Abbé Carton - Plantes,48.827673823166,2.3209181427956,25,,5,5,0,5,20,20,1,1,1,1717769790
49039283,18018,Carpeaux - Place Jacques Froment,48.8906542,2.3309428,19,CREDITCARD,2,2,0,2,16,16,1,1,1,1717769623
35642049,10025,Jemmapes - Ecluses Saint-Martin,48.87748519186726,2.3660067468881607,15,CREDITCARD,1,1,0,1,12,12,1,1,1,1717769656
17261310217,32305,Saint-Germain - Verdun,48.882877330093,2.4331868384644,30,CREDITCARD,1,1,0,1,27,27,1,1,1,1717769837
11851012506,22305,Jean Jaurès - Place du Dr Roux,48.927567032796,2.2947337017374,35,CREDITCARD,29,29,25,4,5,5,1,1,1,1717769866
16379269732,21320,Président Roosevelt - Rouget de Lisle,48.83047518749,2.2616135525345,40,CREDITCARD,15,15,14,1,25,25,1,1,1,1717769745
13341879803,22507,Châteaudun - Place de la Liberté,48.90970830301211,2.2454486480600626,26,CREDITCARD,9,9,3,6,17,17,1,1,1,1717769815
84986959,12001,Bastille - Biscornet,48.851355779579,2.369220033288,62,CREDITCARD,51,51,50,1,11,11,1,1,1,1717769865
2515774908,21954,Val-Fleury,48.807671407991,2.2407217696309,23,CREDITCARD,2,2,0,2,20,20,1,1,1,1717769869
12943772652,22602,Place Henri Dunant - Gare RER,48.788093281931,2.2909234046643,31,CREDITCARD,2,2,1,1,28,28,1,1,1,1717769828
15826185972,11201,Faubourg St-Antoine - Place de la Nation,48.8487726,2.393606,16,CREDITCARD,9,9,3,6,7,7,1,1,1,1717769824
123546861,10038,Place du Colonel Fabien,48.87756832086,2.3698791861534,27,CREDITCARD,4,4,0,4,21,21,1,1,1,1717769870
252301607,22005,Charles de Gaulle - Madrid,48.884432270368,2.2608044743538,22,CREDITCARD,11,11,8,3,10,10,1,1,1,1717769854
82423726,12106,Gare de Lyon - Roland Barthes,48.84395729494058,2.3790882155299187,68,,61,61,59,2,4,4,1,1,1,1717769854
12959947458,23205,Parc des Pierrettes,48.7973062,2.2909969,23,,0,0,0,0,23,23,1,1,1,1717769274
