startDate,endDate,lastUpdate,cause,severity,title,message,message_nohtml,tags
2023-12-15 11:00:00,2024-12-31 23:59:00,2024-04-02 18:27:23,TRAVAUX,BLOQUANTE,CCEJR SUPPRIME LIGNE 68.09,"<p>En raison des travaux et de l'impossibilité de faire demi-tour, l'arrêt ""CCEJR"" sur la ligne 68.09 est supprimé.</p><p>&nbsp;</p><p>Les départs et terminus se feront à l'arrêt ""Pont Royal""</p>","En raison des travaux et de l'impossibilité de faire demi-tour, l'arrêt ""CCEJR"" sur la ligne 68.09 est supprimé. Les départs et terminus se feront à l'arrêt ""Pont Royal""",
2024-07-27 16:00:00,2024-07-28 05:15:00,2024-04-24 11:04:14,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 27/07 à partir de 16h, les accès aux stations Boulogne Jean Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange - Auteuil et Michel-Ange - Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 27/07 à partir de 16h, les accès aux stations Boulogne Jean Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange - Auteuil et Michel-Ange - Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-28 16:00:00,2024-07-29 05:15:00,2024-04-24 11:04:29,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 28/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 28/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-29 16:00:00,2024-07-30 05:15:00,2024-04-24 11:04:43,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 29/07 à partir de 16h, les accès aux stations Boulogne – J.Jaurès, Boulogne Pt St-Cl., Exelmans, Mich.Ange Auteuil et Mich.Ange Molitor seront fermés. Les correspondances dans la station seront impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 29/07 à partir de 16h, les accès aux stations Boulogne – J.Jaurès, Boulogne Pt St-Cl., Exelmans, Mich.Ange Auteuil et Mich.Ange Molitor seront fermés. Les correspondances dans la station seront impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-30 16:00:00,2024-07-31 05:15:00,2024-04-24 11:04:56,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 30/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 30/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-31 16:00:00,2024-08-01 05:15:00,2024-04-24 11:05:08,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 31/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 31/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-01 16:00:00,2024-08-02 05:15:00,2024-04-24 11:05:21,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 01/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 01/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-02 16:00:00,2024-08-03 05:15:00,2024-04-24 11:05:33,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 02/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 02/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-03 16:00:00,2024-08-04 05:15:00,2024-04-24 11:05:46,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 03/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 03/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-09 16:00:00,2024-08-10 05:15:00,2024-04-24 11:30:42,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 09/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 09/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-10 16:00:00,2024-08-11 05:15:00,2024-04-24 11:30:54,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 10/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 10/08 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-24 16:00:00,2024-07-25 05:15:00,2024-04-24 11:31:05,PERTURBATION,BLOQUANTE,"Boulogne Jean Jaurès / Boulogne Pont de Saint-Cloud / Exelmans / Michel-Ange - Auteuil / Michel-Ange - Molitor : Jeux de Paris 2024 - Station fermée, correspondances impossibles","<p>Le 24/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles.<br>Raison : organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 24/07 à partir de 16h, les accès aux stations Boulogne – Jean-Jaurès, Boulogne Pont de Saint-Cloud, Exelmans, Michel-Ange – Auteuil et Michel-Ange – Molitor seront fermés, correspondances impossibles. Raison : organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-07-27 04:45:00,2024-08-11 05:15:00,2024-04-24 11:56:31,PERTURBATION,BLOQUANTE,Tramway T3B : Jeux de Paris 2024 - Arrêt non desservi,"<p>Du samedi 27 juillet au samedi 10 août inclus, l'arrêt ne sera pas desservi à Colette Besson en raison de l'organsation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Du samedi 27 juillet au samedi 10 août inclus, l'arrêt ne sera pas desservi à Colette Besson en raison de l'organsation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-29 04:45:00,2024-09-08 05:15:00,2024-04-24 11:56:39,PERTURBATION,BLOQUANTE,Tramway T3A : Jeux de Paris 2024 - Arrêt non desservi,"<p>Du 29/08 au 07/09, l'arrêt ne sera pas desservi à Porte de Versailles en raison de l'organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Du 29/08 au 07/09, l'arrêt ne sera pas desservi à Porte de Versailles en raison de l'organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-08-29 04:45:00,2024-09-08 05:15:00,2024-04-24 11:56:47,PERTURBATION,BLOQUANTE,Tramway T2 : Jeux de Paris 2024 - Arrêts non desservis,"<p>Du 29/08 au 07/09, les arrêts ne seront pas desservis à Porte d’Issy et Porte de Versailles en raison de l'organisation des jeux de Paris 2024. Les tramways sont terminus / origine Suzanne Lenglen.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Du 29/08 au 07/09, les arrêts ne seront pas desservis à Porte d’Issy et Porte de Versailles en raison de l'organisation des jeux de Paris 2024. Les tramways sont terminus / origine Suzanne Lenglen. Plus d'informations sur le site ratp.fr",Actualité
2024-08-29 04:45:00,2024-09-09 05:15:00,2024-04-24 11:58:08,PERTURBATION,BLOQUANTE,Tramway T3B : Jeux de Paris 2024 - Arrêt non desservi,"<p>Du 29/08 au 08/09, l'arrêt ne sera pas desservi à Colette Besson en raison de l'organisation des jeux de Paris 2024<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Du 29/08 au 08/09, l'arrêt ne sera pas desservi à Colette Besson en raison de l'organisation des jeux de Paris 2024 Plus d'informations sur le site ratp.fr",Actualité
2024-04-28 12:15:00,2024-12-03 03:45:00,2024-04-28 12:16:17,TRAVAUX,BLOQUANTE,Bus 125 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Avenue du Docteur Lacroix - Mairie de la ligne 125 n'est pas desservi en direction de Porte d’Orléans. Reprise estimée : mardi 3 décembre 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","L’arrêt Avenue du Docteur Lacroix - Mairie de la ligne 125 n'est pas desservi en direction de Porte d’Orléans. Reprise estimée : mardi 3 décembre 2024, à partir de 03h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-04-28 18:56:00,2024-08-01 03:45:00,2024-05-07 18:42:22,TRAVAUX,BLOQUANTE,Bus 325 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 325 est déviée : les arrêts situés entre Saint-Mandé - Tourelle et Caserne des Gardes ne sont plus desservis en direction de Quai de la Gare. Reprise estimée : jeudi 1 août 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne 325 est déviée : les arrêts situés entre Saint-Mandé - Tourelle et Caserne des Gardes ne sont plus desservis en direction de Quai de la Gare. Reprise estimée : jeudi 1 août 2024, à partir de 03h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-05-13 05:15:00,2024-06-15 02:53:00,2024-05-14 05:18:50,TRAVAUX,BLOQUANTE,Bus 301 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Rue du Parc - Vaillant-Couturier de la ligne 301 n'est pas desservi en direction de Bobigny–Pablo Picasso. Reprise estimée : samedi 15 juin 2024, à partir de 02h08. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","L’arrêt Rue du Parc - Vaillant-Couturier de la ligne 301 n'est pas desservi en direction de Bobigny–Pablo Picasso. Reprise estimée : samedi 15 juin 2024, à partir de 02h08. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-03-26 20:00:00,2024-07-01 03:45:00,2024-05-15 15:54:12,TRAVAUX,BLOQUANTE,Bus NAVETTE : Travaux - Arrêt(s) non desservi(s),"<p>La ligne NAVETTE est déviée : les arrêts situés entre Aimée Matterraz et Jean Zay ne sont plus desservis en direction de Les Alouettes. Reprise estimée : lundi 1 juillet 2024, à partir de 03h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne NAVETTE est déviée : les arrêts situés entre Aimée Matterraz et Jean Zay ne sont plus desservis en direction de Les Alouettes. Reprise estimée : lundi 1 juillet 2024, à partir de 03h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-06-10 21:00:00,2024-06-21 06:45:00,2024-05-16 01:02:26,TRAVAUX,BLOQUANTE,Bus N44 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne N44 sera déviée : les arrêts situés entre Les Renouillères et Porte de Clignancourt ne seront plus desservis en direction de Gare de l'Est. Quand : à partir du lundi 10 juin 2024, jusqu'au vendredi 21 juin 2024. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne N44 sera déviée : les arrêts situés entre Les Renouillères et Porte de Clignancourt ne seront plus desservis en direction de Gare de l'Est. Quand : à partir du lundi 10 juin 2024, jusqu'au vendredi 21 juin 2024. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-06-15 20:00:00,2024-06-16 04:15:00,2024-05-16 06:03:13,PERTURBATION,BLOQUANTE,Bus 337 : Manifestation - Arrêt(s) non desservi(s),"<p>L'arrêt Église de la ligne 337 ne sera pas desservi en direction de Gare de Pierrefitte – Stains <RER>. Quand : samedi 15 juin 2024, de 20h00 à 03h30. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","L'arrêt Église de la ligne 337 ne sera pas desservi en direction de Gare de Pierrefitte – Stains . Quand : samedi 15 juin 2024, de 20h00 à 03h30. Raison : manifestation. Plus d'informations sur le site ratp.fr",
2024-06-15 20:00:00,2024-06-16 04:15:00,2024-05-16 06:03:24,PERTURBATION,BLOQUANTE,Bus 337 : Manifestation - Arrêt(s) non desservi(s),"<p>La ligne 337 sera déviée : les arrêts situés entre Gare de Deuil - Montmagny et Mathieu Chazotte ne seront plus desservis en direction de Deuil-la-Barre – ZA du Moutier. Quand : samedi 15 juin 2024, de 20h00 à 03h30. Raison : manifestation.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne 337 sera déviée : les arrêts situés entre Gare de Deuil - Montmagny et Mathieu Chazotte ne seront plus desservis en direction de Deuil-la-Barre – ZA du Moutier. Quand : samedi 15 juin 2024, de 20h00 à 03h30. Raison : manifestation. Plus d'informations sur le site ratp.fr",
2024-06-09 22:00:00,2024-06-10 05:15:00,2024-05-17 09:58:36,TRAVAUX,BLOQUANTE,Métro 12 : Travaux - Trafic interrompu,"<p>Le 09/06 à partir de 22:00, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 09/06 à partir de 22:00, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux. Plus d'informations sur le site ratp.fr",Actualité
2024-06-16 22:00:00,2024-06-17 05:15:00,2024-05-17 10:00:12,TRAVAUX,BLOQUANTE,Métro 12 : Travaux - Trafic interrompu,"<p>Le 16/06 à partir de 22:00, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le 16/06 à partir de 22:00, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux. Plus d'informations sur le site ratp.fr",Actualité
2024-06-03 01:00:00,2024-06-07 23:00:00,2024-05-17 10:45:17,PERTURBATION,BLOQUANTE,Travaux quai de la croix Blanche,"<p>En raisons de travaux Quai de la croix Blanche,<br>Du 03 au 07 juin 2024<br>Les arrêts Pont, rue des trop chères, école maternelle, port de la Celle et les Guettes ne seront pas desservis<br>Veuillez-vous reporter aux arrêts situés dans la rue Grande<br>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée</p>","En raisons de travaux Quai de la croix Blanche, Du 03 au 07 juin 2024 Les arrêts Pont, rue des trop chères, école maternelle, port de la Celle et les Guettes ne seront pas desservis Veuillez-vous reporter aux arrêts situés dans la rue Grande Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée",
2024-04-17 22:45:00,2024-06-29 06:45:00,2024-05-20 03:16:13,TRAVAUX,BLOQUANTE,Bus N31 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne N31 est déviée : les arrêts situés entre La Belle Épine et Belle Épine Sud ne sont plus desservis en direction de Aéroport d'Orly – Terminal Sud. Reprise estimée : samedi 29 juin 2024, à partir de 06h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne N31 est déviée : les arrêts situés entre La Belle Épine et Belle Épine Sud ne sont plus desservis en direction de Aéroport d'Orly – Terminal Sud. Reprise estimée : samedi 29 juin 2024, à partir de 06h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-05-21 22:00:00,2024-05-22 05:15:00,2024-05-27 18:48:42,TRAVAUX,BLOQUANTE,Métro 14 : Travaux - Trafic interrompu,"<p>Jusqu'au jeudi 27 juin, du lundi au jeudi à partir de 22h, le trafic est interrompu sur l'ensemble de la ligne en raison de travaux.&nbsp;<br>Bus de remplacement.<br><a href=""http://www.ratp.fr"">Plus d'informations sur le site ratp.fr</a></p>","Jusqu'au jeudi 27 juin, du lundi au jeudi à partir de 22h, le trafic est interrompu sur l'ensemble de la ligne en raison de travaux. Bus de remplacement. Plus d'informations sur le site ratp.fr",Actualité
2024-05-22 15:12:00,2024-06-11 05:15:00,2024-05-22 15:14:14,TRAVAUX,BLOQUANTE,Métro 11 : Travaux de modernisation - Arrêt non desservi,<p>Jusqu'au 10 juin l'arrêt n'est pas desservi à Porte des Lilas en direction de Mairie des Lilas en raison de travaux de modernisation<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,Jusqu'au 10 juin l'arrêt n'est pas desservi à Porte des Lilas en direction de Mairie des Lilas en raison de travaux de modernisation Plus d'informations sur le site ratp.fr,Actualité
2024-05-01 22:57:00,2024-08-01 07:45:00,2024-05-23 00:46:11,TRAVAUX,BLOQUANTE,Bus N42 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne N42 est déviée : les arrêts situés entre Ancienne Mairie et Libération ne sont plus desservis en direction de Aulnay-sous-Bois – Garonor. Reprise estimée : jeudi 1 août 2024, à partir de 07h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne N42 est déviée : les arrêts situés entre Ancienne Mairie et Libération ne sont plus desservis en direction de Aulnay-sous-Bois – Garonor. Reprise estimée : jeudi 1 août 2024, à partir de 07h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-04-15 22:45:00,2024-10-15 06:45:00,2024-05-24 00:34:15,PERTURBATION,BLOQUANTE,Bus N41 : Piétonisation de voirie - Arrêt(s) non desservi(s),<p>La ligne N41 est déviée : les arrêts situés entre Pantin RER - Mairie et Porte de Pantin - Métro ne sont plus desservis en direction de Gare de l'Est. Reprise estimée : mardi 15 octobre 2024 à 06h00. Raison : piétonisation de voirie.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>,La ligne N41 est déviée : les arrêts situés entre Pantin RER - Mairie et Porte de Pantin - Métro ne sont plus desservis en direction de Gare de l'Est. Reprise estimée : mardi 15 octobre 2024 à 06h00. Raison : piétonisation de voirie. Plus d'informations sur le site ratp.fr,
2024-06-23 04:45:00,2024-06-23 12:45:00,2024-05-26 12:00:18,TRAVAUX,BLOQUANTE,Métro 4 : Travaux - Trafic interrompu,"<p>Le dimanche 23 juin jusqu'à 12h, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","Le dimanche 23 juin jusqu'à 12h, le trafic sera interrompu sur l'ensemble de la ligne en raison de travaux. Plus d'informations sur le site ratp.fr",Actualité
2024-06-11 22:00:00,2024-06-12 05:45:00,2024-05-27 22:40:24,TRAVAUX,BLOQUANTE,Bus N71 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne N71 sera déviée : les arrêts situés entre Les Marronniers et Nogent-le-Perreux RER ne seront plus desservis en direction de Gare de Val de Fontenay <RER>. Quand : mardi 11 juin 2024, de 22h00 à 05h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne N71 sera déviée : les arrêts situés entre Les Marronniers et Nogent-le-Perreux RER ne seront plus desservis en direction de Gare de Val de Fontenay . Quand : mardi 11 juin 2024, de 22h00 à 05h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-06-11 22:00:00,2024-06-12 06:15:00,2024-05-27 22:40:33,TRAVAUX,BLOQUANTE,Bus N71 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne N71 sera déviée : les arrêts situés entre Nogent-le-Perreux RER et Général de Gaulle - Stalingrad ne seront plus desservis en direction de Marché International de Rungis. Quand : mardi 11 juin 2024, de 22h00 à 05h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne N71 sera déviée : les arrêts situés entre Nogent-le-Perreux RER et Général de Gaulle - Stalingrad ne seront plus desservis en direction de Marché International de Rungis. Quand : mardi 11 juin 2024, de 22h00 à 05h30. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-05-28 20:00:00,2024-07-01 15:45:00,2024-05-28 20:03:24,TRAVAUX,BLOQUANTE,Bus 120 : Travaux - Arrêt(s) non desservi(s),"<p>L’arrêt Rue du Pressoir de la ligne 120 n'est pas desservi en direction de Noisy-le-Grand – Mont d'Est <RER>. Reprise estimée : lundi 1 juillet 2024, à partir de 15h00. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","L’arrêt Rue du Pressoir de la ligne 120 n'est pas desservi en direction de Noisy-le-Grand – Mont d'Est . Reprise estimée : lundi 1 juillet 2024, à partir de 15h00. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-06-08 05:15:00,2024-06-09 23:47:00,2024-05-29 09:46:15,TRAVAUX,BLOQUANTE,Bus 167 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 167 sera déviée : les arrêts situés entre Robert Schuman et Mairie de Colombes ne seront plus desservis en direction de Pont de Levallois. Quand : à partir du samedi 8 juin 2024, jusqu'au dimanche 9 juin 2024. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne 167 sera déviée : les arrêts situés entre Robert Schuman et Mairie de Colombes ne seront plus desservis en direction de Pont de Levallois. Quand : à partir du samedi 8 juin 2024, jusqu'au dimanche 9 juin 2024. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-06-08 05:15:00,2024-06-10 04:01:00,2024-05-29 09:46:24,TRAVAUX,BLOQUANTE,Bus 304 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 304 sera déviée : les arrêts situés entre Mairie de Colombes et Audra ne seront plus desservis en direction de Nanterre – Place de la Boule. Quand : à partir du samedi 8 juin 2024, jusqu'au lundi 10 juin 2024. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne 304 sera déviée : les arrêts situés entre Mairie de Colombes et Audra ne seront plus desservis en direction de Nanterre – Place de la Boule. Quand : à partir du samedi 8 juin 2024, jusqu'au lundi 10 juin 2024. Raison : travaux. Plus d'informations sur le site ratp.fr",
2024-05-29 10:39:00,2024-06-22 04:15:00,2024-05-29 10:42:43,TRAVAUX,BLOQUANTE,Bus 29 : Travaux - Arrêt(s) non desservi(s),"<p>La ligne 29 est déviée : les arrêts situés entre Opéra - 4 Septembre et Gare Saint-Lazare ne sont plus desservis en direction de Gare Saint-Lazare. Reprise estimée : samedi 22 juin 2024, à partir de 03h30. Raison : travaux.<br><a href='http://www.ratp.fr'>Plus d'informations sur le site ratp.fr</a></p>","La ligne 29 est déviée : les arrêts situés entre Opéra - 4 Septembre et Gare Saint-Lazare ne sont plus desservis en direction de Gare Saint-Lazare. Reprise estimée : samedi 22 juin 2024, à partir de 03h30. Raison : travaux. Plus d'informations sur le site ratp.fr",
